"Time","Homes Foreclosed Alameda California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Alpine California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Amador California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Butte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Calaveras California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Colusa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Contra Costa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Del Norte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed El Dorado California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Fresno California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Glenn California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Humboldt California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Imperial California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Inyo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kern California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kings California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lake California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lassen California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Los Angeles California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Madera California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Marin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mariposa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mendocino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Merced California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Modoc California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mono California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Monterey California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Napa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Nevada California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Orange California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Placer California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Plumas California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Riverside California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sacramento California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Benito California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Bernardino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Diego California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Francisco California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Joaquin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Luis Obispo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Mateo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Barbara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Clara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Cruz California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Shasta California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sierra California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Siskiyou California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Solano California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sonoma California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Stanislaus California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sutter California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tehama California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Trinity California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tulare California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tuolumne California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Ventura California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yolo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yuba California  - Homes Foreclosed
  - #/10,000 Homes"
"201003","16.36","22.73","24.99","13.78","21.48","19.65","20.55","6.61","17.08","22","14.24","4.13","36.59","2.21","28.39","19.3","32.43","34.8","14.55","31.15","7.76","7.01","11.37","39.6","9.98","6.99","25.32","14.85","12.95","9.65","15.42","10.12","30.71","28.2","24.86","30.52","15.72","7.03","36.08","12.33","8.359999999999999","12.92","10.23","10.34","18.86","56.98","18.83","29.13","14.3","35.59","24.7","26.24","11.74","20.29","15.29","12.23","19.67","40.08"
"201002","16.11","","18.19","12.18","18.4","18.61","20.6","6.53","14.8","22","15.72","3.52","33.2","4.23","26.32","17.25","31.86","30.49","14.34","33.55","6.17","6.36","11.1","38.85","6.13","8.279999999999999","25.79","15.63","11.69","8.91","14.84","10","30.16","26.58","27.65","29.25","15.36","6.56","35.57","10.67","7.29","13.37","9.81","10.07","15.58","88.40000000000001","15.91","28.14","13.06","33.5","23.77","27.05","7.98","19.04","14.31","12","20.61","28.89"
"201001","17.03","17.13","21.22","12.98","20.47","21.39","21.26","7.63","15.7","23.3","21.34","4.87","40.03","4.8","29.39","17.79","34.67","29.47","15.79","37.21","5.97","8.06","11.38","46.41","12.56","8.07","26.33","17.85","11.85","9.33","17.13","10.16","33.66","28.84","30.23","32.2","16.72","7.13","39.22","12.24","7.51","14.53","10.25","10.29","15.72","121.43","11.83","31.51","14.31","38.15","26.87","31.36","5.18","20.68","18.32","12.83","21.65","36.02"
"200912","18.12","31.99","19.9","15.42","23.13","32.35","23.31","7.4","17.82","24.8","29.9","5.44","37.85","7.95","31.64","17.98","36.46","22.29","16.87","41.97","6.82","8.029999999999999","14.47","53.76","12.1","8.02","28.41","18.39","13.76","8.69","18.08","8.73","37.92","31.38","33.92","34.68","17.87","6.59","44.34","12.58","7.79","15.09","10.93","10.61","16.21","35.63","14.05","32.71","15.27","41.09","32.12","37.27","7.34","22.5","21.67","13.72","21.36","44.51"
"200911","17.18","23.13","18.47","15.71","22.8","32.95","22.7","5.48","16.9","24.73","32.45","5.59","38.5","12.95","29.45","18.36","35.68","19.06","15.96","37.78","6.46","9.539999999999999","8.41","50.01","11.58","8.25","27.25","17.27","14.27","7.92","16.86","9.08","35.64","29.83","29.37","32.09","16.77","6.26","40.44","11.72","7.65","15.43","10.81","8.789999999999999","17.49","46.06","14.38","30.33","15.83","37.55","27.85","29.33","8.91","19.52","14.75","12.26","17.83","42.82"
"200910","17.67","11.34","19.97","15.16","29.94","35.23","22.78","5.34","17.47","22.96","28.21","5.55","36.68","14.37","30.49","16.81","34.42","18.53","16.15","37.17","5.83","10.3","10.51","50.98","13.29","6.04","25.84","17.09","12.04","8.33","17.24","14.46","37.67","30.08","29.53","32.56","17.28","6.49","40.56","11.17","7.87","15.42","10.96","9.32","17.21","69.09","13.79","29.89","15.06","39.5","29.12","24.4","11.64","18.7","18.27","12.85","21.05","42.88"
"200909","16.71","","22.46","13.8","29.72","27.69","21.41","5.17","16.14","20.52","19.28","5.18","36.03","12.44","30.14","17.73","29.11","18.85","15.6","35.96","5.48","9.34","10.76","49.49","19.89","6.76","25.46","16.56","10.03","8.640000000000001","16.61","14.34","36.54","28.88","27.96","32.54","17.23","6.79","40.22","10.57","8.16","14.64","10.63","9.880000000000001","16.26","89.88","8.81","29.45","15.03","38.92","23.34","21.39","10.29","17.4","14.63","13.07","22.93","42.75"
"200908","18.36","","18.03","13.27","27.26","28.34","23.43","6.93","17.13","24.1","19.03","5.03","38.4","10.85","32.96","18.48","31.29","14.04","17.32","42.06","6.15","7.99","13.85","56.39","28.41","11.14","28.97","17.24","9.960000000000001","9.52","16.24","13.64","40.33","31.65","30.43","36.56","19.13","6.9","46.19","10.27","8","15.3","12.28","10.76","16.74","34.76","11.44","34.08","16.68","46.57","28.37","26.82","5.14","20.52","15.39","13.8","23.15","51.07"
"200907","18.57","","16.99","14.44","25.78","34.28","26.17","4.4","18.09","26.48","18.87","4.59","41.93","8.720000000000001","37.63","20.01","30.15","21.81","17.73","44.42","7.16","8.43","10.9","66.33","","11.75","33.36","19.09","10.96","9.76","17.23","14","43.61","34.13","33.64","39.91","20.2","6.19","49.91","11.48","8.24","16.73","13.37","11.87","18.64","37.86","12.14","37.74","16.2","51.23","29.48","26.98","6.82","21.26","15.47","14.53","22.57","55.3"
"200906","17.74","","17.01","13.54","23.11","29.23","24.71","5.72","16.07","25.61","19.89","3.93","40.1","4.7","38.42","18.12","29.7","21.28","15.64","42.55","6.21","10.56","8.289999999999999","63.56","","9.01","31.09","15.57","10.66","8.74","16.18","13.34","37.95","31.11","31.43","36.66","18.92","5.56","46.59","10.71","7.72","14.86","12.52","10.68","16.9","28.61","12.21","36.26","15.25","47.8","29.06","23.42","7.65","20.93","14.79","12.65","21.79","54.96"
"200905","13.86","12.41","17.57","9.18","15.37","21.71","18.71","4.53","10.81","18.58","13.91","3.79","30.12","8.32","28.44","13.42","23.41","18.35","11.7","29.2","5.23","5.97","6.74","43.62","8.65","3.18","23.29","11.34","7.94","6.57","12.32","7.58","27.56","23.09","24.97","27","13.17","4.58","33.82","7.63","6.24","11.13","8.56","7.49","12.31","24.93","10.19","24.27","10.1","33.18","19.14","16.93","2.22","15.24","9.470000000000001","9.35","14.1","39.9"
"200904","12.96","","16.88","8.65","13.92","30.3","17.09","2.99","10.38","16.94","13.84","3.84","31.18","5.12","27.11","13.39","23.19","12.55","12.15","30.23","4.99","7.25","7.2","44.52","","4.39","23.4","11.12","6.86","6.91","11.99","5.37","27.97","24.04","23.95","27.34","13.17","4.63","34.65","6.46","6.06","11.91","8.85","7.26","12.11","39.28","9.800000000000001","23.69","10.02","31.85","19.53","12.93","3.03","15.92","7.9","9.81","16.51","38.92"
"200903","14.76","7.2","13.64","9.35","17.43","31.07","18.63","3.41","12.99","17.82","18.51","4.82","33.61","5.21","26.83","13.06","21.95","11.76","14.26","33.03","5.99","10.14","7.88","53.24","","4.87","27.24","11.61","7.06","9.130000000000001","12.35","6.78","34.42","25.79","27.79","31.19","14.96","4.43","37.28","7.89","7.15","14.7","10.71","8.550000000000001","12.54","33.65","8.539999999999999","27.25","11.59","37.92","20.68","14.71","7.11","16.83","8.65","10.85","19.66","38.08"
"200902","17.43","","17.91","9.32","19.11","31.93","23.06","3.55","13.29","20.14","16.1","5.21","36.31","3.74","29.04","13.4","22.97","14.55","16.67","35.65","6.43","9.25","8.02","56.99","","5.74","34.83","14.53","7.22","11.59","14.2","8.41","40.26","29.21","32.29","37.09","18.54","5.32","44.21","8.9","7.78","16.38","13","10.71","14.36","52.14","10.51","31.86","13.27","43.31","24.69","15.12","9.220000000000001","18.76","10.75","11.94","23.9","35.72"
"200901","18.79","","20.8","9.529999999999999","22.49","30.87","25.08","4.32","11.67","20.74","8.68","4.65","34.62","4.03","28.1","14.16","19.34","13.64","15.5","34.83","5.95","6.94","7.74","55.46","","1.16","34.31","17.49","7.45","11.09","12.79","8.19","36.65","29.2","41.32","35.36","17.78","5.84","44.6","9.94","8.779999999999999","15.34","13.95","12.23","13.58","79.16","10.16","32.67","15.23","40.81","23.02","13.57","5.73","16.05","9.19","11.97","20.81","35.21"
"200812","19.87","","18.81","9.92","22.63","34.29","26.85","3.34","11.21","22.61","9.83","3.67","33.74","5.43","29.67","13.74","21.41","10.63","14.77","37.8","5.81","7.58","7.25","60.92","","1.83","37.15","21.88","8.08","9.82","14.34","4.43","34.86","30.72","41.19","33.24","17.93","5.36","48.09","10.34","8.460000000000001","14.02","13.53","12.47","11.62","17.21","9.23","34.06","16.44","45.11","26.35","11.75","4.98","17.2","11.8","12.39","20.91","38.89"
"200811","18.74","","14.15","9.359999999999999","19.77","22.86","25.78","2.37","11.55","22.33","15.71","3.35","34.24","8.56","29.59","10.94","19.71","9.73","16.41","37.59","5.19","8.789999999999999","7.36","63.88","","1.34","36.64","20.85","7.25","10.9","13.87","3.99","37.39","31.04","38.22","34.69","18.31","4.57","45.97","9.539999999999999","7.64","15.57","13.52","12.56","9.539999999999999","","9.85","32.78","15.77","46.02","24.68","13.11","7.39","18.15","11.9","14.09","21.94","37.92"
"200810","23.18","17.68","17.62","13","19.76","40.31","31.68","3.81","14.2","25.91","20.11","3.83","41.07","12.35","35.8","15.16","24.97","16.56","20.23","41.66","6.43","7.15","8.02","82.81999999999999","4.51","1.94","46.46","22.29","8.35","14.42","17.98","4.84","49.2","38.94","50.26","43.54","22.61","5.34","62.28","11.22","8.69","22.02","16.36","14.97","12.05","17.63","12.49","39.46","19.96","58.46","30.74","16.99","7.17","21.48","10.63","18.03","28.42","50.25"
"200809","29.23","10.25","20.39","16.61","28.57","56.76","40.17","6.72","16.91","33.36","20.13","5.79","50.73","11.01","46.55","18.2","31.33","15.56","24.78","56.42","7.98","7.31","9.31","105.5","","4.25","62.25","25.87","9.949999999999999","19.08","22.76","5.53","63.39","51.71","60.76","54.98","28.49","7.36","84.27","12.84","11.26","29.75","20.51","18.22","15.53","36.22","16.58","51.07","25.56","77.26000000000001","47.11","20.79","6.87","26.21","10.88","24.21","35.71","64.84"
"200808","28.4","22.84","22.47","15.27","25.31","48.98","41.07","7.28","16.81","34.12","24.65","6.6","51.44","5.15","48.45","16.64","35.66","14.12","25.55","54.94","8.91","3.96","8.06","106.2","","4.05","62.63","22.72","12.33","20.86","22.76","4.08","65.12","53.42","59.98","57.08","29.47","5.71","89.53","12.77","11.21","29.57","19.46","19.15","15.73","40.98","11.16","52.53","27.23","80.97","50.61","20.84","5.18","24.74","8.039999999999999","24.84","33.05","68.09999999999999"
"200807","25.18","31.09","18.76","12.27","22.49","39.89","37.94","4.67","15.95","29.83","25.66","5.18","45.89","","44.06","13.62","32.42","4.73","23.79","52.6","8.19","4.49","9.69","91.58","","5.41","49.03","23.54","10.16","19.59","22.04","4.39","60.74","49.33","53.17","54.28","28.15","5.48","81.31","11.76","10.08","27.98","16.04","15.6","11.67","44.12","10.42","48.96","24.88","74.27","42.14","17.36","7.07","22.79","9.220000000000001","22.55","30.98","62.32"
"200806","22.11","34.61","18.26","11.03","20.89","38.87","34.46","3.44","14.33","26.07","21.14","3.09","35","","39.91","13.18","25.9","7.18","21.68","45.15","7.34","5.59","10.22","80.18000000000001","","3.26","40.83","21.66","8.050000000000001","17.75","20.01","5","54.55","44.55","49.84","47.43","25.38","4.84","71.68000000000001","10.52","8.26","23.35","14.97","14.74","11.84","34.78","5.42","43.35","22.83","63.08","34.15","16.78","7.95","20.29","8.539999999999999","20.13","27.49","51.5"
"200805","19.82","30.43","13.31","8.59","22.2","38.91","30.09","3.58","12.26","23.77","15.62","3.2","31.1","1.88","35.85","11.52","28.38","10.28","18.68","41.47","5.87","7.06","5.14","73.13","8.65","3.91","36.93","19.75","6.11","15.3","17.34","6.18","49.08","42.12","45.85","40.28","22.16","4.76","64.43000000000001","8.59","6.56","20.82","12.69","12.77","12.64","","5.97","39.15","19.66","54.58","29.91","13.81","7.03","19.14","9.369999999999999","16.57","24.69","50.69"
"200804","18.33","9.94","14.93","9.01","20.29","40.42","28.02","1.95","10.44","22.39","12.28","3.55","27.29","3.3","32.44","12.23","26.28","9.99","16.22","37.61","4.72","4.99","4.7","66.3","","0.75","35.31","17.38","6.13","12.37","16.12","8.119999999999999","41.9","41.06","41.59","34.26","19.54","4.53","59.75","8.09","6.34","15.83","10.52","10.28","12.59","11.99","5.31","35.22","17.02","52.26","29.4","11.68","6.41","16.35","8.18","14","26.37","46.31"
"200803","16.31","","14.22","7.86","14.72","23.71","25.98","1.46","10.01","20.77","9.92","4.11","27.3","3.4","29.84","11.19","19.85","10.57","15.37","33.83","4.05","3.27","5.32","58.15","","","32.3","16.62","6.29","11.48","15.72","5.17","38.57","39.87","39.83","32.56","18.61","4.51","53.53","7.32","6.46","14.7","9.01","9.68","10.94","","6.48","31.28","16.05","45.31","28.7","10.29","3.24","15.08","11.56","12.74","23.3","49.32"
"200802","15.17","","11.27","8.9","12.18","25.2","23.08","1.74","8.99","18.95","15.02","3.56","24.12","2.72","28.63","9.98","16.4","10.82","15.81","29.03","4.6","1.85","4.43","54.48","","1.4","26.56","13.32","5.59","11.72","15.81","6.94","40.13","36.19","40.55","33.25","19.95","4.16","53.12","7.86","5.96","17.75","9.130000000000001","10.41","11.49","","4.84","29.63","14.94","41.65","26.25","6.82","","13.33","11.16","14.49","22.31","42.51"
"200801","14.22","","9.130000000000001","7.61","11.78","19.99","19.85","1.14","8.27","17.22","15","3.64","21.63","3.89","25.23","8.24","19.02","6.91","13.77","23.81","3.27","1.22","3.04","47.34","","2.32","24.09","8.449999999999999","6.09","10.84","14.25","5.16","37.01","32.44","28.93","29.07","16.9","3.99","44.62","6.42","4.96","17.35","7.15","8.84","9.539999999999999","","2.4","25.9","11.31","35.42","20.12","8.08","","11.77","8.460000000000001","12.37","16.35","37.85"
"200712","12.8","24.15","6.69","5.29","12.01","17.33","18","1.63","7.59","14.23","12.72","3.75","18.63","","21.9","7.35","16.93","8.41","10.28","22.07","2.32","2.53","2.52","40.37","","0.9399999999999999","19.51","9.98","4.72","8.43","11.38","3.73","28.55","26.62","20.87","22.59","12.31","2.63","37.84","5.59","4.24","13.14","6.15","5.2","8.32","20.03","2.16","21.45","9.279999999999999","30.24","19.13","10.26","","9.99","6.74","9.91","13.96","31.13"
"200711","11.74","","7.67","5.38","11.4","19.21","16.39","","8.890000000000001","13.04","12.17","2.86","18.26","1.94","20.26","8.59","13.92","14.78","8.710000000000001","17.37","2.12","2.87","2.54","34.73","4.85","1.51","17.15","9.24","4.63","6.92","11.68","4.17","23.28","25.18","18.4","18.4","9.98","2.51","35.55","4.92","4.05","11.69","5.54","4.61","6.83","10.19","2.42","20","7.87","27.43","17.04","9.880000000000001","","8.81","4.8","8.26","13","30.45"
"200710","10.31","","8.25","4.72","6.92","14.13","14.85","","6.91","11.49","6.98","1.84","12.67","3.82","17.79","5.66","12.31","13.74","9.630000000000001","16.42","2.58","1.29","2.77","32.59","","0.76","15.33","7.13","3.26","7.74","10.59","1.12","24.95","23.69","16.52","19.93","12.2","2.46","28.8","4.74","3.98","12.45","4.95","4.55","6.96","20.77","2.52","17.83","6.25","24.59","18.31","7.38","2.97","8.210000000000001","5.74","9.210000000000001","12.55","28.14"
"200709","8.48","","5.88","4.2","8.26","17.6","13.25","0.62","6.9","9.02","6.8","1.34","10.33","3.73","15.19","3.46","11.92","8.43","8.09","14.93","2.48","1.3","1.9","30.43","8.08","","13.55","5.34","2.63","6.96","9.470000000000001","1.84","21.71","20.94","16.51","16.73","11.21","2.54","26.89","4.27","3.53","11.18","4.14","4.64","7.55","18.52","2.74","15.23","5.89","22.27","15.2","6.17","2.22","6.55","4.38","8.06","8.32","27.12"
"200708","7.68","","5.66","4.7","8.619999999999999","17.96","12.44","1.06","8.73","8.98","8.369999999999999","2.17","10.24","3.97","13.69","2.4","9.65","4.68","7.62","13.23","1.78","1.74","1.56","25.88","12.79","0.82","12.99","4.48","2.45","6.33","9.449999999999999","0.87","21.4","20.57","17.77","15.88","11.13","2.17","26.13","4.26","3.04","10.12","3.69","4.95","6.75","14.07","1.9","14.55","5.71","21.51","14.18","5.35","4.04","5.63","4.38","7.57","9.359999999999999","25.27"
"200707","7.12","","5.89","4.8","9.460000000000001","13.03","10.51","0.65","7.9","8.359999999999999","3.22","2.05","10.06","3.6","11.96","3.11","10.16","6.87","6.48","9.73","1.53","3.49","2.42","21.16","6.05","0.73","10.66","4.05","2.25","5.16","8.56","","18.69","17.97","13.27","13.55","9.56","2.11","23.15","3.23","2.3","8.42","2.73","3.96","5.49","12.11","1.67","11.59","4.77","18.19","14.07","5.63","3.09","5.51","2.29","6.43","9.26","19.7"
"200706","6.28","","4.51","4.81","7.27","11.25","9.1","","6.35","7.81","5.5","1.6","9.49","2.09","11.12","4.58","8.279999999999999","5.14","5.77","7.66","1.34","3.32","2.16","17.42","6.35","1.04","8.34","3.53","2.17","4.48","7.22","","16.45","17.14","11.49","11.75","9.01","1.85","20.04","3.17","2.09","6.69","2.41","2.63","5.08","26.28","1.59","9.92","4.41","16.34","14.47","5.08","2.75","5.71","2.28","5.58","9.359999999999999","19.15"
"200705","5.13","","3.92","5.68","5.57","11.55","7.39","","5.85","6.31","8.94","2.53","8.02","","8.75","4.68","9.380000000000001","8.24","4.9","7.48","1.78","2.47","3.08","13.56","14.27","","6.81","4.92","2.15","3.95","6.9","","13.51","15.01","8.19","9.57","7.87","1.68","16.71","1.96","1.95","5.87","2.02","2.84","6.08","31.29","1.87","8.51","4.05","12.71","10.11","3.84","1.66","4.93","2.29","4.91","8.81","17.17"
"200704","4.95","","5.46","4.62","3.81","14.42","7.2","","6.32","5.79","8.869999999999999","2.79","7.5","","7.54","4.99","9.199999999999999","6.62","4.65","3.91","1.43","2.07","2.88","12.01","15.77","","6.19","4.2","2.15","3.36","5.8","1.31","12.33","13.94","9.41","8.44","7.25","1.39","14.72","1.89","1.71","5.72","2","3.25","5.42","28.92","0.86","8.44","4.02","11.77","10.02","5.61","","4.34","3.23","4.7","6.5","16.68"
"200703","4.34","","6.64","2.99","2.97","12.57","6.01","0.8","5.9","4.64","7.98","1.11","4.25","","5.72","3.95","5.26","4.93","3.94","3.81","1.31","2.2","2.27","10.35","8.289999999999999","0.55","5.14","2.95","2.43","2.83","4.96","1.87","9.99","11.54","8.859999999999999","6.89","6.33","1.44","11.89","1.86","1.78","4.94","1.62","2.25","5.71","24.65","1.54","7.09","2.96","9.34","9.84","6.63","","3.96","3.09","3.88","4.13","11.7"
"200702","3.87","","3.91","1.69","2.65","6.6","4.78","","4.21","3.67","4.1","0.59","2.71","","4.73","2.79","4.84","3.04","3.19","3.1","1.39","","1.6","8.300000000000001","","","3.78","2.58","2.31","2.41","4.1","","8.07","10","8.6","5.4","5.63","1.18","8.98","1.77","1.7","4.18","1.39","1.22","4.25","12.35","1.06","5.91","2.12","7.32","8.130000000000001","3.79","2.44","3.27","2.4","3.3","4.04","7.84"
"200701","2.97","","2.24","1.7","2.75","3.03","3.78","0.55","3.64","3.45","3.43","0.57","3.14","1.74","4.05","2.02","4.95","5.78","2.78","3.05","1.37","0.99","1.27","5.92","","","2.53","1.58","2.38","2.12","3.87","","6.98","8.859999999999999","5.71","4.56","4.89","0.95","7.37","1.19","1.72","3.89","1.42","0.78","3.44","","1.04","5.04","1.78","5.62","6.45","5.2","","2.72","1.5","2.51","3.57","7.88"
"200612","2.13","","2.26","1.88","3.25","","2.84","","2.61","2.26","2.16","0.8100000000000001","1.43","3.03","3.19","0.96","2.48","5.01","2.19","1.89","0.9399999999999999","0.97","0.93","3.53","","0.54","2.13","0.34","0.96","1.77","2.77","0.8","5.55","7.06","4.29","3.57","3.86","0.67","5.87","0.97","1.33","3.44","1.2","0.67","2.81","","1.29","3.63","1.46","5.04","4.92","4.71","2.19","2.2","1.83","1.91","2.61","7.96"
"200611","1.86","","1.63","1.6","2.84","1.64","2.41","","1.42","1.91","1.92","1.11","0.91","2.5","2.51","1.07","3.5","3.86","1.88","0.92","0.61","1.79","","2.88","4.29","","1.71","0.8","0.84","1.51","1.94","","4.31","5.32","2.79","2.88","3.22","0.72","4.98","0.79","0.93","2.21","1.03","1.02","2.49","","1.9","3.05","1.3","3.86","4.3","4.12","","2.02","1.69","1.68","2.38","6.81"
"200610","1.59","","1.97","1.13","1.59","1.57","1.96","0.55","1.35","1.44","1.89","0.61","0.17","1.72","1.73","0.88","3.22","2.98","1.66","1.27","0.27","1.5","","2.87","","","1.2","1.09","0.31","1.33","1.81","","3.81","4.52","1.33","2.45","2.97","0.72","3.84","0.85","0.79","1.81","0.8","0.8100000000000001","1.2","","2.2","2.39","1.05","3.09","2.57","2.77","1.63","1.18","1.26","1.74","2.01","6.43"
"200609","1.45","","1.49","0.91","1.04","3.41","1.48","","1.21","1.39","1.76","0.76","0.54","2.91","1.4","1.01","2.62","1.87","1.16","1.38","0.24","","0.29","2.11","","","1.11","0.67","0.5","0.98","1.44","","3.13","3.49","1.63","2.08","2.38","0.72","2.82","1.01","0.82","1.59","0.48","0.92","1.23","","0.93","1.94","1.01","2.14","1.7","2.15","","0.8","1.33","1.5","1.36","3.59"
"200608","1.38","","0.74","0.88","0.3","3.63","1.16","","0.61","1.32","2.79","0.47","0.84","1.66","0.76","0.47","2.57","1.56","1.12","1.05","0.31","","0.5","1.46","4.11","","0.58","0.49","0.79","0.78","1.45","0.92","2.44","3.06","1.7","1.74","2.05","0.66","2.48","0.85","0.52","1.47","0.47","1.16","1.55","","","1.84","0.67","2.02","2.62","2.3","","0.7","","1.23","0.44","3.31"
"200607","0.99","","","0.93","0.51","1.59","0.73","","0.32","1.03","1.03","0.9","1.21","","0.5600000000000001","0.79","1.84","0.95","0.78","0.76","0.29","0.77","0.5600000000000001","0.93","","","0.59","0.29","0.89","0.66","1.36","1.53","2.06","2.44","1.67","1.75","1.91","0.54","1.94","0.4","0.5","1.27","0.4","1.11","1.04","","1.23","1.22","0.6899999999999999","1.72","2.12","","1.35","0.61","","0.96","0.3","2.27"
"200606","0.8100000000000001","","0.53","0.73","0.3","","0.7","","0.21","0.71","","0.6","0.82","","0.43","1.31","2.14","","0.62","0.77","0.28","","0.89","0.53","","","0.22","0.3","0.51","0.57","1.23","0.77","1.82","1.81","2.02","1.02","1.52","0.37","1.54","0.19","0.39","1.16","0.35","0.9","0.52","","2.12","0.9399999999999999","0.49","1.22","1.59","0.73","","0.5600000000000001","","0.8","","1.48"
"200605","0.74","","","0.42","","","0.7","","0.24","0.67","","0.64","0.99","","0.43","0.76","2.39","","0.5600000000000001","0.51","0.31","","1.61","0.25","","","0.47","0.54","0.14","0.5","0.59","","1.53","1.62","0.62","0.95","1.31","0.18","1.46","0.32","0.26","0.83","0.34","0.71","0.42","","1.35","1.03","0.4","0.91","1.84","1.2","","0.57","0.34","0.57","0.13","1.08"
"200604","0.66","","","0.29","","","0.62","","0.32","0.59","","","1","","0.45","0.43","2.5","","0.54","0.35","0.42","0.77","1.12","0.29","5.91","","0.46","0.31","","0.41","0.18","","1.09","1.3","0.88","0.87","1.07","0.05","1.18","0.13","0.31","0.36","0.32","0.35","0.75","","","1.09","0.36","0.75","0.9399999999999999","","","0.79","","0.32","","1.03"
"200603","0.54","","0.75","0.39","","","0.51","","0.42","0.45","","0.19","0.85","","0.6","0.8","1.33","","0.5","0.41","0.35","","0.47","0.57","8.44","","0.37","0.18","","0.39","0.44","","0.96","1.07","","0.79","0.8100000000000001","","0.86","0.12","0.29","0.4","0.31","0.27","0.51","","","0.5","0.3","0.71","","0.5600000000000001","","0.76","","0.3","0.14","1.67"
"200602","0.48","","1.56","0.37","","","0.43","0.64","0.42","0.22","","","0.61","","0.4","0.59","1.28","1.71","0.42","0.42","0.23","","0.41","0.6","","0.54","0.17","","0.18","0.32","0.53","","0.76","0.82","","0.67","0.65","0.18","0.63","0.18","0.22","0.31","0.25","0.2","0.48","","","0.41","0.22","0.36","0.35","","","0.58","0.37","0.19","0.25","0.79"
"200601","0.46","","1.58","0.3","","","0.41","","0.39","0.26","1.51","","0.28","","0.3","0.4","1.06","2.72","0.37","0.48","0.25","","0.59","0.19","","","0.22","","0.18","0.38","0.55","","0.83","0.58","0.44","0.66","0.67","0.33","0.51","0.35","0.29","0.51","0.25","0.37","0.35","","","0.48","0.15","0.31","0.57","","","0.43","","0.17","0.18","0.82"
